"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL316894";"";"0";"434.31";"0";"0.58";"41";"O=S(=O)([O-])c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc2c1.[Na+].[Na+].[Na+]";"IC50";"'>'";"4000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL771320";"Inhibitory activity against human Protein-tyrosinephosphatase 1B (PTP1B)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134573";"1";"Scientific Literature";"J. Med. Chem.";"2001";""
"CHEMBL1778929";"";"0";"389.25";"0";"4.49";"32";"C=CCc1cc(C(=O)/C=C/c2cc(Br)c(O)cc2OC)ccc1O";"IC50";"'='";"7100.0";"nM";"5.15";"";"";"UO_0000065";"13.23";"0.29";"0.66";"7.71";"False";"CHEMBL1781409";"Inhibition of recombinant human PTP1B using p-nitrophenyl phosphate as substrate after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1777723";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";""
"CHEMBL403746";"";"0";"582.68";"1";"3.49";"4H";"O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)c3ncc(CCc4ccccc4)[nH]3)cc2)S(=O)(=O)N1";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"11.58";"0.23";"3.25";"4.88";"False";"CHEMBL927697";"Inhibition of PTP1B by pNPP assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140792";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
"CHEMBL1938825";"";"0";"755.51";"2";"5.60";"5l";"O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc3cc(Br)c(C(F)(F)P(=O)(O)O)cc3n2)cc1";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"10.25";"0.23";"2.14";"4.30";"False";"CHEMBL1943106";"Inhibition of PTP1B assessed as para-nitrophenyl phosphate catalyzed hydrolysis of para-nitrophenol by p-NPP assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938308";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";""
"CHEMBL1938828";"";"0";"693.62";"2";"5.58";"5o";"O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc3cc(F)c(C(F)(F)P(=O)(O)O)cc3c2)cc1";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"11.60";"0.24";"2.47";"4.81";"False";"CHEMBL1943106";"Inhibition of PTP1B assessed as para-nitrophenyl phosphate catalyzed hydrolysis of para-nitrophenol by p-NPP assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938308";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";""
"CHEMBL1938829";"";"0";"694.61";"1";"4.97";"5p";"O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc3cc(F)c(C(F)(F)P(=O)(O)O)cc3n2)cc1";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"11.46";"0.24";"2.99";"4.42";"False";"CHEMBL1943106";"Inhibition of PTP1B assessed as para-nitrophenyl phosphate catalyzed hydrolysis of para-nitrophenol by p-NPP assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938308";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";""
"CHEMBL227608";"";"0";"401.48";"0";"3.90";"2a";"COC(=O)c1cc(-c2ccc(CNC3CC(C)(C)N([O])C(C)(C)C3)o2)ccc1O";"IC50";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL918429";"Inhibition of PTP1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147128";"1";"Scientific Literature";"J. Med. Chem.";"2007";""
"CHEMBL115452";"BROUSSOCHALCONE A";"0";"340.38";"0";"3.91";"5";"CC(C)=CCc1cc(C(=O)/C=C/c2ccc(O)c(O)c2)c(O)cc1O";"IC50";"'='";"36800.0";"nM";"4.43";"";"";"UO_0000065";"13.03";"0.24";"0.52";"4.53";"False";"CHEMBL771170";"The inhibitory activity tested against human Protein-tyrosine phosphatase 1B enzyme";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134982";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";""
"CHEMBL129681";"";"0";"434.40";"0";"3.38";"5";"O=C(O)C(=O)c1ccc(OCc2ccc(COc3ccc(C(=O)C(=O)O)cc3)cc2)cc1";"IC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"12.82";"0.24";"2.19";"4.38";"False";"CHEMBL756367";"Concentration required for 50% Inhibition of activity against Protein Tyrosine Phosphatases 1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135588";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL434128";"";"0";"388.49";"1";"6.26";"ID 9";"CCc1sc2ccccc2c1-c1ccc(-c2ccc(OCC(=O)O)cc2)cc1";"IC50";"'='";"89125093.81";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL767799";"Inhibitory activity determined against Protein tyrosine phosphatase PTB1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145746";"1";"Scientific Literature";"J. Med. Chem.";"2003";""
"CHEMBL151494";"";"0";"481.44";"0";"2.81";"27b";"CS(=O)(=O)N(c1cc(C(F)(F)P(=O)(O)O)ccc1/C=C/c1ccccc1)S(C)(=O)=O";"IC50";"'='";"57900.0";"nM";"4.24";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL767802";"Inhibitory potency for the protein tyrosine phosphatase (PTP 1B)-catalyzed hydrolysis of p-nitrophenol phosphate";"F";"BAO_0000019";"assay format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131941";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"1999";""
"CHEMBL438957";"";"0";"644.73";"1";"4.17";"52";"COC(=O)c1ccc2[nH]c(C(Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)NS(=O)(=O)c3ccc(-c4ccccc4)cc3)nc2c1";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"10.58";"0.21";"2.65";"4.15";"False";"CHEMBL870503";"Inhibition of PTP1B by pNPP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138056";"1";"Scientific Literature";"J. Med. Chem.";"2006";""
"CHEMBL209197";"";"0";"546.58";"1";"2.99";"43";"O=C1CC(c2ccc(CC(NS(=O)(=O)c3c(F)cccc3F)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"12.43";"0.25";"3.81";"4.92";"False";"CHEMBL870503";"Inhibition of PTP1B by pNPP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138056";"1";"Scientific Literature";"J. Med. Chem.";"2006";""
"CHEMBL437119";"";"0";"546.58";"1";"2.99";"41";"O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(F)cc3F)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"12.73";"0.26";"3.97";"5.04";"False";"CHEMBL870503";"Inhibition of PTP1B by pNPP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138056";"1";"Scientific Literature";"J. Med. Chem.";"2006";""
"CHEMBL207645";"";"0";"579.49";"1";"4.02";"37";"O=C1CC(c2ccc(CC(NS(=O)(=O)c3cc(Cl)ccc3Cl)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"11.73";"0.25";"2.78";"4.92";"False";"CHEMBL870503";"Inhibition of PTP1B by pNPP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138056";"1";"Scientific Literature";"J. Med. Chem.";"2006";""
"CHEMBL211171";"";"0";"540.62";"1";"2.72";"33";"COc1ccc(S(=O)(=O)NC(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)c2nc3ccccc3[nH]2)cc1";"IC50";"'='";"94.0";"nM";"7.03";"";"";"UO_0000065";"13.00";"0.26";"4.31";"4.77";"False";"CHEMBL870503";"Inhibition of PTP1B by pNPP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138056";"1";"Scientific Literature";"J. Med. Chem.";"2006";""
"CHEMBL211076";"";"0";"524.62";"1";"3.02";"25";"Cc1cccc(S(=O)(=O)NC(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)c2nc3ccccc3[nH]2)c1";"IC50";"'='";"85.0";"nM";"7.07";"";"";"UO_0000065";"13.48";"0.27";"4.05";"5.12";"False";"CHEMBL870503";"Inhibition of PTP1B by pNPP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138056";"1";"Scientific Literature";"J. Med. Chem.";"2006";""
"CHEMBL380164";"";"0";"528.59";"1";"2.86";"17";"O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(F)cc3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"13.43";"0.27";"4.24";"5.14";"False";"CHEMBL870503";"Inhibition of PTP1B by pNPP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138056";"1";"Scientific Literature";"J. Med. Chem.";"2006";""
"CHEMBL2113225";"";"0";"616.62";"1";"3.49";"11";"O=C(CCc1ccccc1)N[C@@H](Cc1ccc([C@@H]2CC(=O)NS2(=O)=O)cc1)c1nc2ccccc2[nH]1.O=C(O)C(F)(F)F";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"12.38";"0.24";"2.73";"5.14";"False";"CHEMBL870503";"Inhibition of PTP1B by pNPP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138056";"1";"Scientific Literature";"J. Med. Chem.";"2006";""
"CHEMBL370470";"";"0";"682.41";"2";"9.96";"125";"O=C(O)[C@@H](Cc1ccccc1)Oc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1Br";"IC50";"'='";"38018939.63";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL830840";"Concentration required for 50% inhibition of tyrosine phosphatase 1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137823";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL538903";"";"0";"621.62";"2";"7.44";"179";"O=C(O)c1ccc(S(=O)(=O)Oc2ccc(-c3ccc(-c4c(Cc5ccccc5)oc5ccccc45)cc3)cc2[N+](=O)[O-])cc1O";"IC50";"'='";"39810717.06";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL830840";"Concentration required for 50% inhibition of tyrosine phosphatase 1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137823";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL278092";"";"0";"635.58";"2";"9.73";"118";"COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)cc(Br)c2OCC(=O)O)cc1";"IC50";"'='";"28840315.03";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL830840";"Concentration required for 50% inhibition of tyrosine phosphatase 1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137823";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL280969";"";"0";"530.26";"2";"7.75";"146";"CCCCc1oc2ccccc2c1C(O)c1ccc(-c2cc(Br)c(O)c(Br)c2)cc1";"IC50";"'='";"707945784.38";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL830840";"Concentration required for 50% inhibition of tyrosine phosphatase 1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137823";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL24068";"";"0";"400.47";"1";"6.57";"62";"CCCCc1oc2ccccc2c1-c1ccc(-c2ccc(OCC(=O)O)cc2)cc1";"IC50";"'='";"457088189.61";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL830840";"Concentration required for 50% inhibition of tyrosine phosphatase 1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137823";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL287278";"";"0";"560.63";"2";"7.82";"175";"O=C(O)c1cccc(S(=O)(=O)Oc2ccc(-c3ccc(-c4c(Cc5ccccc5)oc5ccccc45)cc3)cc2)c1";"IC50";"'='";"104712854.81";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL830840";"Concentration required for 50% inhibition of tyrosine phosphatase 1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137823";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL279936";"";"0";"414.50";"1";"6.50";"147";"CCCCc1oc2ccccc2c1Cc1ccc(-c2ccc(OCC(=O)O)cc2)cc1";"IC50";"'='";"870963589.96";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL830840";"Concentration required for 50% inhibition of tyrosine phosphatase 1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137823";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL24524";"";"0";"604.68";"2";"8.15";"176";"Cc1cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc(C)c1OS(=O)(=O)c1ccc(C(=O)O)c(O)c1";"IC50";"'='";"38904514.5";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL830840";"Concentration required for 50% inhibition of tyrosine phosphatase 1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137823";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL24032";"";"0";"424.52";"1";"6.94";"61";"Oc1ccc(-c2ccc(-c3c(Cc4ccc(O)cc4O)sc4ccccc34)cc2)cc1";"IC50";"'='";"588843655.36";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL830840";"Concentration required for 50% inhibition of tyrosine phosphatase 1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137823";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL365490";"";"0";"524.62";"2";"8.43";"68";"O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1";"IC50";"'='";"323593656.93";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL830840";"Concentration required for 50% inhibition of tyrosine phosphatase 1B";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137823";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL254513";"";"0";"528.53";"1";"2.58";"5C";"O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3ncc[nH]3)cc2)S(=O)(=O)N1";"IC50";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"12.52";"0.26";"4.04";"4.79";"False";"CHEMBL927697";"Inhibition of PTP1B by pNPP assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140792";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
"CHEMBL378614";"";"0";"693.50";"1";"4.81";"79c";"Cc1cc(C[C@H](NS(=O)(=O)c2ccc(Br)c(C(F)(F)F)c2)c2nc3ccccc3[nH]2)ccc1[C@@H]1CC(=O)[N-]S1(=O)=O.[Na+]";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"11.61";"0.26";"2.99";"5.65";"False";"CHEMBL870503";"Inhibition of PTP1B by pNPP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138056";"1";"Scientific Literature";"J. Med. Chem.";"2006";""
"CHEMBL208114";"";"0";"550.57";"1";"2.86";"67a";"O=C1CC(c2ccc(C[C@H](NS(=O)(=O)c3ccccc3)c3nc4ccccc4[nH]3)cc2F)S(=O)(=O)[N-]1.[Na+]";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"14.65";"0.29";"4.88";"5.61";"False";"CHEMBL870503";"Inhibition of PTP1B by pNPP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138056";"1";"Scientific Literature";"J. Med. Chem.";"2006";""
"CHEMBL493893";"SPATHODIC ACID";"0";"488.71";"1";"5.18";"14";"CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@@H]1O";"IC50";"'='";"18800.0";"nM";"4.73";"";"";"UO_0000065";"9.67";"0.18";"-0.45";"4.82";"False";"CHEMBL1036591";"Inhibition of human recombinant PTP1B after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140124";"1";"Scientific Literature";"J. Nat. Prod.";"2008";""
"CHEMBL486986";"POMOLIC ACID";"0";"472.71";"1";"6.20";"7";"C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O";"IC50";"'='";"3900.0";"nM";"5.41";"";"";"UO_0000065";"11.44";"0.22";"-0.79";"6.96";"False";"CHEMBL1036591";"Inhibition of human recombinant PTP1B after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140124";"1";"Scientific Literature";"J. Nat. Prod.";"2008";""
"CHEMBL521997";"DIOSPYRIC ACID A";"0";"500.68";"2";"5.19";"1, diospyric acid A";"C=C1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1036591";"Inhibition of human recombinant PTP1B after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140124";"1";"Scientific Literature";"J. Nat. Prod.";"2008";""
"CHEMBL191206";"";"0";"740.85";"1";"4.41";"31";"CC(C)C[C@H](CC(=O)[C@H](Cc1ccc(OCC(=O)O)cc1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)CCc1c[nH]c2ccccc12)C(N)=O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL832737";"Inhibitory concentration against human PTP1B expressed in Escherichia coli BL21 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"BL21";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142813";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";""
"CHEMBL363977";"";"0";"792.89";"2";"5.12";"35";"CC(C)C[C@H](CC(=O)[C@H](Cc1ccc(OCC(=O)O)cc1)NC(=O)[C@H](CNC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O";"IC50";"'='";"4300.0";"nM";"5.37";"";"";"UO_0000065";"6.77";"0.13";"0.25";"2.53";"False";"CHEMBL832737";"Inhibitory concentration against human PTP1B expressed in Escherichia coli BL21 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"BL21";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142813";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";""
"CHEMBL364349";"";"0";"719.79";"2";"2.66";"36";"CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OCC(=O)O)cc1)NC(=O)C(CNC(=O)OCc1ccccc1)CNC(=O)OCc1ccccc1)C(N)=O";"IC50";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"7.71";"0.15";"2.89";"2.47";"False";"CHEMBL832737";"Inhibitory concentration against human PTP1B expressed in Escherichia coli BL21 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"BL21";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142813";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";""
"CHEMBL363232";"";"0";"811.88";"2";"6.43";"23";"CC(C)C[C@H](CC(=O)[C@H](Cc1ccc(C(F)(F)C(=O)O)cc1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O";"IC50";"'='";"3100.0";"nM";"5.51";"";"";"UO_0000065";"6.79";"0.13";"-0.92";"2.88";"False";"CHEMBL832737";"Inhibitory concentration against human PTP1B expressed in Escherichia coli BL21 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"";"";"BL21";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142813";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";""
"CHEMBL284765";"";"0";"570.71";"2";"9.36";"115";"CCOc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)ccc2OCC(=O)O)cc1";"IC50";"'='";"52.0";"nM";"7.28";"";"";"UO_0000065";"12.76";"0.24";"-2.08";"13.06";"True";"CHEMBL768926";"In vitro inhibitory activity against human recombinant protein tyrosine phosphatase 1b (PTP1B)";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132993";"1";"Scientific Literature";"J. Med. Chem.";"2000";""
"CHEMBL282855";"";"0";"506.27";"2";"6.71";"172";"Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1-c1ccc2c(Br)c(OCC(=O)O)ccc2c1";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"11.63";"0.25";"-0.82";"8.11";"False";"CHEMBL768926";"In vitro inhibitory activity against human recombinant protein tyrosine phosphatase 1b (PTP1B)";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL335";"Protein-tyrosine phosphatase 1B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132993";"1";"Scientific Literature";"J. Med. Chem.";"2000";""
